Date,FIPS,Recip_County,Recip_State,Series_Complete_Yes,Series_Complete_Pop_Pct,pop,county,state,y,pop_num,n,row_id,ind_post_mean,ind_CI_low,ind_CI_high,hier_post_mean,hier_CI_low,hier_CI_high,pred_mean,pred_PI_low,pred_PI_high,obs_rate,label
9/14/2022,02275,Wrangell City and Borough,AK,1494,59.7,920.754717,Wrangell City and Borough,AK,1494,920.754717,1494,24,0.9993260161334424,0.9976804463662459,0.9999840910190011,0.9998559366591403,0.9989818813919545,0.9999999999985157,1493.7865,1492,1494,1,Wrangell City and Borough | 02275
9/14/2022,02282,Yakutat City and Borough,AK,456,78.8,5362.790698,Yakutat City and Borough,AK,456,5362.790698,5363,25,0.08522993369655926,0.07772710422051532,0.09279087151569357,0.08498344579868909,0.07792554894845435,0.0928345604843082,455.3105,398,515,0.08502703710609734,Yakutat City and Borough | 02282
9/14/2022,02290,Yukon-Koyukuk Census Area,AK,4089,78.2,14237.56906,Yukon-Koyukuk Census Area,AK,4089,14237.56906,14238,26,0.2874138898177557,0.2795472515428242,0.29512270656081196,0.28729272688834295,0.27968498290358496,0.29514549614741303,4090.366,3940,4241.05,0.28718921196797303,Yukon-Koyukuk Census Area | 02290
9/14/2022,01001,Autauga County,AL,25197,45.1,129290.9091,Autauga County,AL,25197,129290.9091,129291,27,0.1948516329872977,0.19271692672879095,0.19700818245436322,0.1948956337215879,0.19271321772140326,0.1971750198431681,25203.7455,24813,25599.050000000003,0.19488595493885885,Autauga County | 01001
9/14/2022,01003,Baldwin County,AL,116582,52.2,99457.55694,Baldwin County,AL,116582,99457.55694,116582,28,0.9999912159427701,0.9999690455072405,0.9999997507328265,0.9999989294570971,0.9999915339732683,1,116581.8845,116581,116582,1,Baldwin County | 01003
9/14/2022,01005,Barbour County,AL,11529,46.7,204504.2735,Barbour County,AL,11529,204504.2735,204504,29,0.05637664698573442,0.05542672890660767,0.057388616005190414,0.056385864861514014,0.055434883481855754,0.05739316570735771,11528.4665,11251.949999999999,11823.025,0.0563754254195517,Barbour County | 01005
9/14/2022,01007,Bibb County,AL,8017,35.8,464.6840149,Bibb County,AL,8017,464.6840149,8017,30,0.9998829193452281,0.9995897481017969,0.9999967529423504,0.9999871848894779,0.9998807522844785,1,8016.894,8016,8017,1,Bibb County | 01007
9/14/2022,01009,Blount County,AL,18772,32.5,43216.5493,Blount County,AL,18772,43216.5493,43217,31,0.4343636477850336,0.42986216997930815,0.4391292293906361,0.4343841139469006,0.42968176063592634,0.4390489976363623,18777.1285,18492.975,19058.05,0.4343661059305366,Blount County | 01009
9/14/2022,01011,Bullock County,AL,5631,55.7,43107.41688,Bullock County,AL,5631,43107.41688,43107,32,0.13069230051630223,0.12756063182278357,0.13379867531678308,0.13067026054503852,0.12735114755674184,0.13397870786846583,5630.6515,5438.9,5829,0.13062843621685574,Bullock County | 01011
9/14/2022,01013,Butler County,AL,7839,40.3,19595.36542,Butler County,AL,7839,19595.36542,19595,33,0.4000586953080834,0.39329348534359887,0.4067838788820132,0.4001753921407868,0.3936544459957378,0.4068749639611502,7841.6365,7649,8030,0.40005103342689463,Butler County | 01013
9/14/2022,01015,Calhoun County,AL,54664,48.1,4889.908257,Calhoun County,AL,54664,4889.908257,54664,34,0.9999820527779988,0.9999355940735493,0.9999994391232877,0.9999978863373307,0.9999805435990304,1,54663.881,54662.975,54664,1,Calhoun County | 01015
9/14/2022,01021,Chilton County,AL,16468,37.1,13180.58691,Chilton County,AL,16468,13180.58691,16468,35,0.9999369600942205,0.999760831029688,0.9999985436424984,0.9999937764468801,0.9999410872803381,1,16467.8995,16467,16468,1,Chilton County | 01021
9/14/2022,01023,Choctaw County,AL,8530,67.8,136121.9512,Choctaw County,AL,8530,136121.9512,136122,36,0.06268918734142474,0.061457911929526016,0.06397804232835615,0.06264346481508713,0.06128540616265644,0.06394753004620854,8529.888,8287,8775.025,0.06266437460513363,Choctaw County | 01023
9/14/2022,01025,Clarke County,AL,12249,51.9,44747.95417,Clarke County,AL,12249,44747.95417,44748,37,0.27366201023276016,0.2695411989824768,0.27764350983283104,0.273752925345265,0.2696125732216737,0.27771705411165454,12250.077,11988,12522.025,0.2737329042638777,Clarke County | 01025
9/14/2022,01027,Clay County,AL,5695,43,1968.152866,Clay County,AL,5695,1968.152866,5695,38,0.9998177820212132,0.9993323762588076,0.9999955948757538,0.9999789006514511,0.9997970652700909,1,5694.881,5693,5695,1,Clay County | 01027
9/14/2022,01029,Cleburne County,AL,4372,29.3,13863.53945,Cleburne County,AL,4372,13863.53945,13864,39,0.3154181075310901,0.30748264843357276,0.32338211825516516,0.31522793016594436,0.3076109124119386,0.3227403300438748,4371.714,4219.975,4518,0.31534910559723023,Cleburne County | 01029
9/14/2022,01031,Coffee County,AL,25141,48,6571.95572,Coffee County,AL,25141,6571.95572,25141,40,0.9999595595697847,0.9998529133478083,0.9999989540941372,0.9999958545422932,0.9999609207633982,1,25140.899,25140,25141,1,Coffee County | 01031
9/14/2022,01033,Colbert County,AL,26978,48.8,35713.55499,Colbert County,AL,26978,35713.55499,35714,41,0.7553684216656116,0.7506748625255373,0.7595555488168678,0.7553692929676422,0.7509475497430999,0.759879641235126,26975.1075,26736.95,27204.025,0.755390043120345,Colbert County | 01033
9/14/2022,01035,Conecuh County,AL,5399,44.7,10126.86567,Conecuh County,AL,5399,10126.86567,10127,42,0.5331090601245122,0.5230902620732368,0.5428812178258989,0.5331347782463722,0.5234404909991802,0.5426380702055266,5399.0165,5262,5543.025,0.5331292584180902,Conecuh County | 01035
9/14/2022,01037,Coosa County,AL,4420,41.5,523003.1008,Coosa County,AL,4420,523003.1008,523003,43,0.008455660017449804,0.008202104713011317,0.00871888744071876,0.008453120761823887,0.008209869068136467,0.008705990776806786,4422.791,4241,4614,0.008451194352613656,Coosa County | 01037
9/14/2022,01039,Covington County,AL,14342,38.7,43459.77011,Covington County,AL,14342,43459.77011,43460,44,0.33002087552109316,0.3255103346967712,0.3345213047338516,0.33004633658950044,0.32558588404558186,0.33426923466108316,14342.408,14073.975,14600,0.3300046019328118,Covington County | 01039
9/14/2022,01041,Crenshaw County,AL,4848,35.2,19137.44076,Crenshaw County,AL,4848,19137.44076,19137,45,0.25329730679296664,0.24712623133872336,0.2594306781345888,0.2533919932107913,0.24714020462177835,0.25936384333977575,4848.04,4680,5011,0.25333124314155825,Crenshaw County | 01041
9/14/2022,01043,Cullman County,AL,32497,38.8,22189.58032,Cullman County,AL,32497,22189.58032,32497,46,0.9999691561156144,0.9998862570741215,0.9999991479121645,0.9999964833065913,0.9999689682080859,1,32496.883,32496,32497,1,Cullman County | 01043
9/14/2022,01045,Dale County,AL,23909,48.6,47952.38095,Dale County,AL,23909,47952.38095,47952,47,0.4985366964824803,0.4940260731213659,0.5030245280743832,0.4986322894454508,0.4941777578320839,0.5032772816745914,23909.086,23606.975,24212.025,0.49860276943610277,Dale County | 01045
9/14/2022,01049,DeKalb County,AL,24823,34.7,12867.02128,DeKalb County,AL,24823,12867.02128,24823,48,0.9999582600991508,0.9998552808999984,0.9999992944218378,0.9999954002163363,0.9999561225433996,1,24822.882,24822,24823,1,DeKalb County | 01049
9/14/2022,01051,Elmore County,AL,38583,47.5,151495.7983,Elmore County,AL,38583,151495.7983,151496,49,0.25472948131848067,0.2525524768852751,0.25686664940542264,0.2546713195808894,0.2524749065172386,0.25692944183923,38574.9665,38107.975,39058.05,0.254679991550932,Elmore County | 01051
9/14/2022,01053,Escambia County,AL,13695,37.4,33769.40133,Escambia County,AL,13695,33769.40133,33769,50,0.4054683346986265,0.4000662349590328,0.41067752764711474,0.40553024453254266,0.4003810579164681,0.41081631684994907,13695.988,13456,13945.025,0.4055494684473926,Escambia County | 01053
9/14/2022,01055,Etowah County,AL,42855,41.9,18531.81818,Etowah County,AL,42855,18531.81818,42855,51,0.9999766848547089,0.9999150079601521,0.9999992296216945,0.9999976010224748,0.9999783744152663,1,42854.8845,42854,42855,1,Etowah County | 01055
9/14/2022,01057,Fayette County,AL,5836,35.8,6123.966942,Fayette County,AL,5836,6123.966942,6124,52,0.9527415266588369,0.9473182397663773,0.957814890116571,0.9529075272106464,0.9478113461195246,0.9582382401542724,5835.686,5790.975,5879,0.952971913781842,Fayette County | 01057
9/14/2022,01059,Franklin County,AL,14007,44.7,36507.60456,Franklin County,AL,14007,36507.60456,36508,53,0.38361853128634765,0.3788037082229995,0.3886068837276452,0.3837660834018107,0.3787721290080451,0.3889131085753276,14011.082,13761.974999999999,14266.025,0.3836693327489865,Franklin County | 01059
9/14/2022,01061,Geneva County,AL,10743,40.9,5698.947368,Geneva County,AL,10743,5698.947368,10743,54,0.9999064231571966,0.9996490765744523,0.9999977999536602,0.999989708516027,0.9998970937694023,1,10742.875,10741,10743,1,Geneva County | 01061
9/14/2022,01065,Hale County,AL,9139,62.4,158320.2055,Hale County,AL,9139,158320.2055,158320,55,0.057736026261200606,0.056588748661273586,0.058864989688787964,0.057712646561199975,0.05655339530994031,0.05884104744194736,9136.202,8882,9403,0.05772486104092976,Hale County | 01065
9/14/2022,01067,Henry County,AL,7942,46.2,17190.47619,Henry County,AL,7942,17190.47619,17190,56,0.46195380782364415,0.4540284080190374,0.46941171696362005,0.462034330184071,0.45475316039352337,0.469405826902295,7943.2725,7761,8125.05,0.4620127981384526,Henry County | 01067
9/14/2022,01069,Houston County,AL,46762,44.2,10954.83871,Houston County,AL,46762,10954.83871,46762,57,0.9999786442090141,0.999926600687675,0.9999993818506933,0.9999976578321182,0.9999802420314792,1,46761.885,46761,46762,1,Houston County | 01069
9/14/2022,01071,Jackson County,AL,26044,50.4,29160.25641,Jackson County,AL,26044,29160.25641,29160,58,0.8930789129985659,0.8894376271845759,0.896535076454577,0.893155322772556,0.8895358039110358,0.8965155797708414,26044.7185,25896.975,26192.025,0.8931412894375858,Jackson County | 01071
9/14/2022,01073,Jefferson County,AL,394947,60,12073.43413,Jefferson County,AL,394947,12073.43413,394947,59,0.9999974841559389,0.9999902957211371,0.9999999424436175,0.9999997038088242,0.9999969257407482,1,394946.8915,394946,394947,1,Jefferson County | 01073
9/14/2022,01075,Lamar County,AL,6198,44.9,3035.781544,Lamar County,AL,6198,3035.781544,6198,60,0.9998378012959452,0.9994149458390557,0.9999954136190337,0.9999819429814503,0.9998460053238206,1,6197.8775,6197,6198,1,Lamar County | 01075
9/14/2022,01077,Lauderdale County,AL,44214,47.7,59492.95775,Lauderdale County,AL,44214,59492.95775,59493,61,0.7432632831306131,0.7397384444598133,0.7466532064327751,0.7431459849953582,0.7394404326423166,0.7468547787715091,44213.4425,43909.975000000006,44514.12499999999,0.7431798699006605,Lauderdale County | 01077
9/14/2022,01079,Lawrence County,AL,15752,47.8,231914.1914,Lawrence County,AL,15752,231914.1914,231914,62,0.06791526453291906,0.06694836424204567,0.06891394755125346,0.06793209635901189,0.06690061143697297,0.0689819979946796,15756.5425,15416.975,16101.149999999998,0.06792172960666454,Lawrence County | 01079
9/14/2022,01081,Lee County,AL,68067,41.4,8247.916667,Lee County,AL,68067,8247.916667,68067,63,0.9999845342189198,0.9999442945556362,0.9999996538144461,0.9999985133930973,0.9999860178702501,1,68066.899,68066,68067,1,Lee County | 01081
9/14/2022,01083,Limestone County,AL,39204,39.6,68347.82609,Limestone County,AL,39204,68347.82609,68348,64,0.5735452448504149,0.5697758861468378,0.577265349609342,0.5736013743854795,0.5700280775584643,0.5774337114026125,39205.364,38857.924999999996,39549.1,0.5735939603207116,Limestone County | 01083
9/14/2022,01085,Lowndes County,AL,5134,52.8,140428.7902,Lowndes County,AL,5134,140428.7902,140429,65,0.03657287384076905,0.035654259281184895,0.03754184804025755,0.0365637051485491,0.03553366024069295,0.03753815988555723,5134.861,4945,5341,0.03655940012390603,Lowndes County | 01085
9/14/2022,01087,Macon County,AL,8912,49.3,109789.548,Macon County,AL,8912,109789.548,109790,66,0.08116915282327365,0.0795933579817971,0.08275835387917496,0.08119058237206468,0.07956922168854423,0.08277163806583664,8911.683,8656.949999999999,9159,0.08117314873850077,Macon County | 01087
9/14/2022,01089,Madison County,AL,238058,63.8,28388.56016,Madison County,AL,238058,28388.56016,238058,67,0.9999958111212971,0.9999854465912509,0.9999998743116443,0.9999995261087568,0.9999951454205647,1,238057.8895,238057,238058,1,Madison County | 01089
9/14/2022,01091,Marengo County,AL,10420,55.2,80215.2381,Marengo County,AL,10420,80215.2381,80215,68,0.12992653509658014,0.1275542024916324,0.13217331540051286,0.1299468079766209,0.12776861072716084,0.13220888606301834,10426.4615,10167.925,10686.025,0.12990089135448482,Marengo County | 01091
9/14/2022,01095,Marshall County,AL,45198,46.7,3366.423358,Marshall County,AL,45198,3366.423358,45198,69,0.9999785353819185,0.9999211967160061,0.9999994152235812,0.9999976112028078,0.9999771947252276,1,45197.8945,45197,45198,1,Marshall County | 01095
9/14/2022,01097,Mobile County,AL,211219,51.1,29825.5814,Mobile County,AL,211219,29825.5814,211219,70,0.9999954208149945,0.9999839148791895,0.9999998759992387,0.9999994266575992,0.999995046338053,1,211218.8815,211218,211219,1,Mobile County | 01097
9/14/2022,01099,Monroe County,AL,9198,44.4,47524.89627,Monroe County,AL,9198,47524.89627,47525,71,0.1935683152706928,0.19004102099193643,0.19713265294180235,0.19356490468390117,0.19016402887037895,0.19711371509977915,9202.2735,8959,9446,0.19354024197790637,Monroe County | 01099
9/14/2022,01101,Montgomery County,AL,121716,53.7,23716.26734,Montgomery County,AL,121716,23716.26734,121716,72,0.9999917962662611,0.999969807957958,0.9999997691182082,0.9999990718930503,0.9999910908009612,1,121715.886,121715,121716,1,Montgomery County | 01101
9/14/2022,01103,Morgan County,AL,53155,44.4,16634.72222,Morgan County,AL,53155,16634.72222,53155,73,0.9999812933602461,0.999931185211776,0.9999994402754578,0.999997819781827,0.9999768163340804,1,53154.872,53153,53155,1,Morgan County | 01103
9/14/2022,01105,Perry County,AL,4427,49.6,244979.6296,Perry County,AL,4427,244979.6296,244980,74,0.018074274284096876,0.01753396668293964,0.018609061628644008,0.018070184762603678,0.017571664340676106,0.018584809788576528,4427.696,4246.975,4605,0.018070862927585925,Perry County | 01105
9/14/2022,01107,Pickens County,AL,10194,51.1,35130.03663,Pickens County,AL,10194,35130.03663,35130,75,0.29018604245797897,0.2853601824190792,0.29485993221836987,0.29018945898552795,0.28513563187026225,0.2949854741836555,10193.3025,9951.949999999999,10434.05,0.29017933390264733,Pickens County | 01107
9/14/2022,01109,Pike County,AL,14243,43,33123.25581,Pike County,AL,14243,33123.25581,33123,76,0.429930480865239,0.42463520788973574,0.43523573926081693,0.4300284305746378,0.4247463262330282,0.43514581954327575,14245.7825,14003.975,14491.050000000001,0.4300033209552275,Pike County | 01109
9/14/2022,01111,Randolph County,AL,7660,33.7,9188.976378,Randolph County,AL,7660,9188.976378,9189,77,0.833487943519771,0.826145904037398,0.8410649991922805,0.8337292930145567,0.8263733980764897,0.8409196208933502,7661.686,7564,7759,0.8336053977581891,Randolph County | 01111
9/14/2022,01113,Russell County,AL,24977,43.1,466588.2353,Russell County,AL,24977,466588.2353,466588,78,0.05353898026553098,0.05290171153914282,0.054191906765533863,0.05353088744539246,0.052902645003558416,0.05417474797610011,24976.5075,24553.975,25394.05,0.0535311666823836,Russell County | 01113
9/14/2022,01115,St. Clair County,AL,35781,40,52639.42308,St. Clair County,AL,35781,52639.42308,52639,79,0.679735219504003,0.6758299837164745,0.6838211676626746,0.6797232084268168,0.6756630130274476,0.6836987490793429,35779.184,35472,36073.025,0.6797431562149737,St. Clair County | 01115
9/14/2022,01117,Shelby County,AL,80811,37.1,22601.14504,Shelby County,AL,80811,22601.14504,80811,80,0.999987655394211,0.9999523311374277,0.9999997235045031,0.9999987396104985,0.9999886314943903,1,80810.902,80810,80811,1,Shelby County | 01117
9/14/2022,01121,Talladega County,AL,29840,37.3,9702.564103,Talladega County,AL,29840,9702.564103,29840,81,0.9999662400462269,0.999876170598557,0.9999990934940399,0.9999961113344746,0.9999636405501333,1,29839.8795,29838.975,29840,1,Talladega County | 01121
9/14/2022,01123,Tallapoosa County,AL,15846,39.3,12567.69231,Tallapoosa County,AL,15846,12567.69231,15846,82,0.9999378799057319,0.9997785730184602,0.9999986280083115,0.9999939254248725,0.9999436123782999,1,15845.899,15845,15846,1,Tallapoosa County | 01123
9/14/2022,01125,Tuscaloosa County,AL,93503,44.7,2918.871252,Tuscaloosa County,AL,93503,2918.871252,93503,83,0.9999889281462456,0.9999596190665244,0.9999996789189723,0.9999988378990544,0.9999886909691746,1,93502.897,93502,93503,1,Tuscaloosa County | 01125
9/14/2022,01127,Walker County,AL,30669,48.3,35514.28571,Walker County,AL,30669,35514.28571,35514,84,0.8635835106064422,0.8600364078798284,0.8671753616828112,0.8635930011270699,0.8599457532820922,0.8670331372288853,30670.4305,30490,30842,0.8635749281973306,Walker County | 01127
9/14/2022,01129,Washington County,AL,7622,46.7,35513.51351,Washington County,AL,7622,35513.51351,35514,85,0.21466566813226653,0.21048724836685356,0.21886017237607486,0.21463853423928256,0.2102235369282536,0.21883325746201462,7623.3815,7407,7839,0.2146195866418877,Washington County | 01129
9/14/2022,01131,Wilcox County,AL,5681,54.8,32653.06122,Wilcox County,AL,5681,32653.06122,32653,86,0.17397632887928927,0.16975695343491473,0.17821185049736166,0.17399391068052483,0.16984128574469845,0.17796777355361273,5679.994,5490.9749999999995,5871.025,0.17398095121428353,Wilcox County | 01131
9/14/2022,01133,Winston County,AL,5281,22.3,40069.16427,Winston County,AL,5281,40069.16427,40069,87,0.13174237858782792,0.12832367503054665,0.13528708576892604,0.1318486356135145,0.12867994273002786,0.13526726737222122,5281.8645,5093.95,5476,0.13179764905537947,Winston County | 01133
9/14/2022,05001,Arkansas County,AR,10062,57.5,804390.3061,Arkansas County,AR,10062,804390.3061,804390,88,0.012506517363052184,0.01225791014653542,0.01274170333507924,0.0125083898778824,0.012274452177221336,0.012741343956255681,10061.1505,9790.974999999999,10335.025,0.012508857643680303,Arkansas County | 05001
9/14/2022,05003,Ashley County,AR,9995,50.8,131174.8808,Ashley County,AR,9995,131174.8808,131175,89,0.07620157267207157,0.07479867353913809,0.07754260919684773,0.07620007187772822,0.07475001909471876,0.07761721697434941,9992.7575,9717.975,10252,0.07619592147894035,Ashley County | 05003
9/14/2022,05005,Baxter County,AR,19750,47.1,28714.6402,Baxter County,AR,19750,28714.6402,28715,90,0.6877417857318188,0.6824184232971797,0.6931439578290326,0.6877815902740309,0.6825163827180339,0.6931501988473472,19752.6035,19535.95,19974.025,0.6877938359742295,Baxter County | 05005
9/14/2022,05007,Benton County,AR,157388,56.4,25447.76119,Benton County,AR,157388,25447.76119,157388,91,0.9999937077587524,0.9999772456177886,0.9999998548324363,0.9999989914751141,0.9999914004667915,0.9999999999999996,157387.846,157386,157388,1,Benton County | 05007
9/14/2022,05011,Bradley County,AR,6254,58.1,16837.26415,Bradley County,AR,6254,16837.26415,16837,92,0.3714756810373812,0.36404279905381226,0.3786569571814923,0.3714963467659144,0.3645002731226963,0.37881610424353257,6256.1645,6078.95,6432,0.3714438439151868,Bradley County | 05011
9/14/2022,05013,Calhoun County,AR,2036,39.2,46242.14418,Calhoun County,AR,2036,46242.14418,46242,93,0.04408361435133876,0.04229700220650693,0.04600349898503569,0.04406748223531358,0.042191954013078375,0.0459222636048093,2035.6265,1909.975,2165.025,0.04402923748972795,Calhoun County | 05013
9/14/2022,05015,Carroll County,AR,13957,49.2,107069.1057,Carroll County,AR,13957,107069.1057,107069,94,0.13035693854791616,0.12829226051443593,0.13241143401262256,0.13034333072017726,0.12838115155281696,0.13236762766708796,13956.604,13658,14245.05,0.1303551915120156,Carroll County | 05015
9/14/2022,05017,Chicot County,AR,5638,55.7,18347.36842,Chicot County,AR,5638,18347.36842,18347,95,0.3073956574734965,0.3006304689382344,0.3140199248890182,0.3071719019694231,0.30064276853185357,0.3139294963012463,5634.789,5459.975,5811,0.3072981958903363,Chicot County | 05017
