Date,FIPS,Recip_County,Recip_State,Series_Complete_Yes,Series_Complete_Pop_Pct,pop
9/14/2022,31117,McPherson County,NE,73,14.8,10938.53821
9/14/2022,13199,Meriwether County,GA,"8,975",42.4,79579.05983
9/14/2022,48107,Crosby County,TX,"2,470",43.1,493.5897436
9/14/2022,19005,Allamakee County,IA,"7,497",54.8,12182.43243
9/14/2022,56041,Uinta County,WY,"10,664",52.7,34882.35294
9/14/2022,47139,Polk County,TN,"7,075",42,12099.25926
9/14/2022,29207,Stoddard County,MO,"11,781",40.6,261282.6948
9/14/2022,45069,Marlboro County,SC,"11,912",45.6,23924.92492
9/14/2022,01099,Monroe County,AL,"9,198",44.4,47524.89627
9/14/2022,22121,West Baton Rouge Parish,LA,"14,441",54.6,1198.58156
9/14/2022,49057,Weber County,UT,"162,169",62.3,23009.66184
9/14/2022,31103,Keya Paha County,NE,241,29.9,6795.883362
9/14/2022,39155,Trumbull County,OH,"110,722",55.9,44436.17021
9/14/2022,05113,Polk County,AR,"7,441",37.3,8394.919169
9/14/2022,72119,Rio Grande Municipio,PR,"36,273",75.5,8262.962963
9/14/2022,48121,Denton County,TX,"551,213",62.1,14302.10773
9/14/2022,45075,Orangeburg County,SC,"49,325",57.2,14761.5894
9/14/2022,13253,Seminole County,GA,"3,752",46.4,50465.11628
9/14/2022,47073,Hawkins County,TN,"25,709",45.3,10296.2963
9/14/2022,01011,Bullock County,AL,"5,631",55.7,43107.41688
9/14/2022,41031,Jefferson County,OR,"15,945",64.7,550480.8454
9/14/2022,13049,Charlton County,GA,"3,458",25.8,754.7368421
9/14/2022,45031,Darlington County,SC,"33,264",49.9,22209.84456
9/14/2022,72151,Yabucoa Municipio,PR,"25,033",77.5,7761.061947
9/14/2022,20089,Jewell County,KS,"1,358",47.2,681.2933025
9/14/2022,19153,Polk County,IA,"338,140",69,10793.99142
9/14/2022,21073,Franklin County,KY,"31,861",62.5,203429.2237
9/14/2022,13195,Madison County,GA,"13,139",44,379371.3768
9/14/2022,17115,Macon County,IL,"56,216",54,34457.66129
9/14/2022,27055,Houston County,MN,"11,346",61,35625.48263
9/14/2022,35007,Colfax County,NM,"7,569",63.4,23405.02793
9/14/2022,12113,Santa Rosa County,FL,"101,486",55.1,776.0910816
9/14/2022,72101,Morovis Municipio,PR,"23,200",76.5,86699.57082
9/14/2022,18009,Blackford County,IN,"5,767",49,722.65625
9/14/2022,53051,Pend Oreille County,WA,"5,716",41.6,50097.4026
9/14/2022,19093,Ida County,IA,"3,395",49.5,75353.72849
9/14/2022,29173,Ralls County,MO,"2,999",29.1,84763.42282
9/14/2022,12085,Martin County,FL,"104,312",64.8,29772.45509
9/14/2022,18165,Vermillion County,IN,"7,514",48.5,19066.85237
9/14/2022,39151,Stark County,OH,"206,807",55.8,192016.2338
9/14/2022,06053,Monterey County,CA,"322,929",74.4,524876.5859
9/14/2022,46083,Lincoln County,SD,"37,769",61.8,54085.71429
9/14/2022,40153,Woodward County,OK,"7,834",38.8,32287.56477
9/14/2022,26101,Manistee County,MI,"14,900",60.7,20343.37349
9/14/2022,37181,Vance County,NC,"26,606",59.7,255524.0055
9/14/2022,31013,Box Butte County,NE,"3,750",34.8,5215.456674
9/14/2022,26029,Charlevoix County,MI,"16,996",65,8164.037855
9/14/2022,72007,Aguas Buenas Municipio,PR,"19,955",80.4,41524.73118
9/14/2022,46125,Turner County,SD,"4,615",55,54000
9/14/2022,08121,Washington County,CO,"1,567",31.9,45326.81018
9/14/2022,17185,Wabash County,IL,"5,803",50.4,83718.7017
9/14/2022,08014,Broomfield County,CO,"57,839",82.1,2052.995392
9/14/2022,06067,Sacramento County,CA,"1,073,546",69.2,22731.77843
9/14/2022,72097,Mayaguez Municipio,PR,"59,446",83.1,50608.40336
9/14/2022,01001,Autauga County,AL,"25,197",45.1,129290.9091
9/14/2022,36035,Fulton County,NY,"29,531",55.3,12586.38743
9/14/2022,18125,Pike County,IN,"7,370",59.5,10635.0365
9/14/2022,48467,Van Zandt County,TX,"21,152",37.4,20920.54264
9/14/2022,12087,Monroe County,FL,"59,168",79.7,17683.46774
9/14/2022,30107,Wheatland County,MT,777,36.5,10718.42105
9/14/2022,40151,Woods County,OK,"3,760",42.8,202327.553
9/14/2022,48483,Wheeler County,TX,"2,129",42.1,16735.35792
9/14/2022,13169,Jones County,GA,"12,812",44.6,10013.18681
9/14/2022,08049,Grand County,CO,"10,099",64.2,34632.55814
9/14/2022,31043,Dakota County,NE,"13,332",66.6,25997.90795
9/14/2022,40011,Blaine County,OK,"4,475",47.5,90808.26446
9/14/2022,39109,Miami County,OH,"52,013",48.6,29630.27656
9/14/2022,40015,Caddo County,OK,"19,254",66.9,4913.580247
9/14/2022,37055,Dare County,NC,"29,388",79.4,9835.475578
9/14/2022,46123,Tripp County,SD,"2,509",46.1,9663.947798
9/14/2022,47049,Fentress County,TN,"6,408",34.6,47155.62404
9/14/2022,22011,Beauregard Parish,LA,"13,726",36.6,64709.67742
9/14/2022,27085,McLeod County,MN,"21,127",58.9,15464.28571
9/14/2022,39033,Crawford County,OH,"19,067",46,35747.36842
9/14/2022,33013,Merrimack County,NH,"107,466",71,7379.699248
9/14/2022,38051,McIntosh County,ND,"1,110",44.5,37191.40625
9/14/2022,47177,Warren County,TN,"17,384",42.1,11815.71816
9/14/2022,28085,Lincoln County,MS,"13,644",39.9,61314.78537
9/14/2022,13085,Dawson County,GA,"10,567",40.5,42852.14626
9/14/2022,38017,Cass County,ND,"112,699",61.9,625.199362
9/14/2022,47089,Jefferson County,TN,"27,794",51,2014.678899
9/14/2022,19173,Taylor County,IA,"2,922",47.7,11934.04908
9/14/2022,30029,Flathead County,MT,"45,310",43.6,56037.31343
9/14/2022,20001,Allen County,KS,"5,929",47.9,9549.902153
9/14/2022,31131,Otoe County,NE,"9,166",57.2,1009.473684
9/14/2022,24023,Garrett County,MD,"15,086",52,831341.0943
9/14/2022,17011,Bureau County,IL,"18,951",58.1,21408.6629
9/14/2022,21117,Kenton County,KY,"103,315",61.9,36689.13043
9/14/2022,13095,Dougherty County,GA,"44,275",50.3,5043.290043
9/14/2022,19065,Fayette County,IA,"10,851",55.2,37859.03084
9/14/2022,01021,Chilton County,AL,"16,468",37.1,13180.58691
9/14/2022,12095,Orange County,FL,"988,046",70.9,19778.10651
9/14/2022,48203,Harrison County,TX,"26,965",40.5,44469.30693
9/14/2022,09001,Fairfield County,CT,"790,028",83.7,105872.9583
9/14/2022,21183,Ohio County,KY,"9,759",40.7,5954.935622
9/14/2022,28107,Panola County,MS,"16,717",48.9,15646.95009
9/14/2022,17061,Greene County,IL,"5,774",44.5,105254.5455
9/14/2022,51195,Wise County,VA,"18,576",49.7,28861.06033
9/14/2022,42021,Cambria County,PA,"74,716",57.4,18305.69948
9/14/2022,19075,Grundy County,IA,"7,720",63.1,18639.79417
9/14/2022,31031,Cherry County,NE,"2,033",35.7,15958.4121
9/14/2022,41063,Wallowa County,OR,"4,348",60.3,28770.13177
9/14/2022,36029,Erie County,NY,"653,971",71.2,2011.709602
9/14/2022,05099,Nevada County,AR,"3,848",46.6,20029.02758
9/14/2022,26081,Kent County,MI,"409,754",62.4,17475.21368
9/14/2022,22127,Winn Parish,LA,"6,748",48.5,52310.66667
9/14/2022,17133,Monroe County,IL,"21,964",63.4,7050.46729
9/14/2022,51041,Chesterfield County,VA,"202,831",57.5,3933.618844
9/14/2022,28105,Oktibbeha County,MS,"25,879",52.2,1546.511628
9/14/2022,29181,Ripley County,MO,"3,990",30,21508.12065
9/14/2022,35037,Quay County,NM,"4,225",51.2,19370.92732
9/14/2022,27041,Douglas County,MN,"22,277",58.4,80665.42056
9/14/2022,48151,Fisher County,TX,"1,372",35.8,59456.88546
9/14/2022,47161,Stewart County,TN,"6,208",45.3,15861.38614
9/14/2022,17121,Marion County,IL,"17,309",46.5,839067.2854
9/14/2022,51570,Colonial Heights city,VA,"6,273",36.1,2655.511811
9/14/2022,39091,Logan County,OH,"19,894",43.6,14877.22772
9/14/2022,17007,Boone County,IL,"33,220",62,531878.8396
9/14/2022,16065,Madison County,ID,"22,379",56.1,49820.89552
9/14/2022,51061,Fauquier County,VA,"46,890",65.8,17285.43689
9/14/2022,42117,Tioga County,PA,"19,345",47.7,33361.51603
9/14/2022,10005,Sussex County,DE,"164,759",70.3,4652.329749
9/14/2022,21023,Bracken County,KY,"3,997",48.1,3034.285714
9/14/2022,26043,Dickinson County,MI,"17,153",68,194713.2244
9/14/2022,47075,Haywood County,TN,"9,297",53.7,1356.589147
9/14/2022,08007,Archuleta County,CO,"8,212",58.5,2923.529412
9/14/2022,51003,Albemarle County,VA,"72,354",66.2,602141.9976
9/14/2022,54049,Marion County,WV,"32,579",58.1,20617.48634
9/14/2022,36073,Orleans County,NY,"22,571",55.9,2530.474041
9/14/2022,51143,Pittsylvania County,VA,"25,470",42.2,5197.635135
9/14/2022,46043,Douglas County,SD,"1,599",54.7,23948.1268
9/14/2022,51155,Pulaski County,VA,"15,052",44.2,6862.549801
9/14/2022,27047,Freeborn County,MN,"17,785",58.7,2342.512909
9/14/2022,27121,Pope County,MN,"6,561",58.3,2835.195531
9/14/2022,20137,Norton County,KS,"2,891",53.9,13318.54839
9/14/2022,50023,Washington County,VT,"28,246",48.4,448792.3323
9/14/2022,20173,Sedgwick County,KS,"293,424",56.9,34088.88889
9/14/2022,17107,Logan County,IL,"15,574",54.4,199210.6017
9/14/2022,37051,Cumberland County,NC,"210,168",62.6,47426.44628
9/14/2022,21175,Morgan County,KY,"6,511",48.9,5893.06698
9/14/2022,21139,Livingston County,KY,"4,613",50.2,49178.7234
9/14/2022,48291,Liberty County,TX,"37,538",42.6,28195.3125
9/14/2022,39067,Harrison County,OH,"6,568",43.7,69892.56198
9/14/2022,27051,Grant County,MN,"3,337",55.9,273190.184
9/14/2022,19175,Union County,IA,"6,384",52.2,48020
9/14/2022,72071,Isabela Municipio,PR,"31,501",77.9,35305.55556
9/14/2022,22123,West Carroll Parish,LA,"4,485",41.4,34889.76378
9/14/2022,21193,Perry County,KY,"16,225",63,15054.29864
9/14/2022,21131,Leslie County,KY,"5,241",53.1,5350
9/14/2022,01087,Macon County,AL,"8,912",49.3,109789.548
9/14/2022,39039,Defiance County,OH,"19,114",50.2,19245.99542
9/14/2022,30021,Dawson County,MT,"3,302",38.3,88017.50973
9/14/2022,35053,Socorro County,NM,"11,694",70.3,51450.72698
9/14/2022,55005,Barron County,WI,"24,600",54.4,229920.9246
9/14/2022,37075,Graham County,NC,"4,338",51.4,32574.76636
9/14/2022,48095,Concho County,TX,"1,419",52.1,13375
9/14/2022,01075,Lamar County,AL,"6,198",44.9,3035.781544
9/14/2022,04023,Santa Cruz County,AZ,"56,982",95,69075.78947
9/14/2022,31113,Logan County,NE,165,22.1,6900.552486
9/14/2022,50017,Orange County,VT,"15,822",54.8,14629.17399
9/14/2022,36033,Franklin County,NY,"35,771",71.5,6886.310905
9/14/2022,30009,Carbon County,MT,"5,149",48,3972.28145
9/14/2022,22031,De Soto Parish,LA,"11,935",43.5,38655.10597
9/14/2022,47129,Morgan County,TN,"11,232",52.5,19457.25646
9/14/2022,42051,Fayette County,PA,"76,071",58.8,18653.84615
9/14/2022,37179,Union County,NC,"139,780",58.3,578.9473684
9/14/2022,21069,Fleming County,KY,"7,658",52.5,11235.19459
9/14/2022,31003,Antelope County,NE,"2,388",37.9,10078.29181
9/14/2022,19151,Pocahontas County,IA,"3,511",53,323344.7783
9/14/2022,27081,Lincoln County,MN,"3,069",54.4,50649.39759
9/14/2022,17017,Cass County,IL,"7,639",62.9,46246.47887
9/14/2022,48319,Mason County,TX,"2,039",47.7,9457.657658
9/14/2022,28157,Wilkinson County,MS,"5,816",67.4,6089.485459
9/14/2022,40017,Canadian County,OK,"88,787",59.9,7798.672566
9/14/2022,36075,Oswego County,NY,"70,738",60.4,10799.47575
9/14/2022,36015,Chemung County,NY,"51,901",62.2,38893.84289
9/14/2022,48255,Karnes County,TX,"8,685",55.7,3670.37037
9/14/2022,16079,Shoshone County,ID,"5,635",43.7,21164.25993
9/14/2022,17103,Lee County,IL,"20,649",60.6,115707.0064
9/14/2022,18085,Kosciusko County,IN,"33,382",42,197620.1657
9/14/2022,19039,Clarke County,IA,"5,232",55.7,10641.82195
9/14/2022,37155,Robeson County,NC,"57,048",43.7,94117.76447
9/14/2022,37111,McDowell County,NC,"24,995",54.6,58513.23829
9/14/2022,12109,St. Johns County,FL,"189,319",71.5,72042.61364
9/14/2022,19143,Osceola County,IA,"2,729",45.8,61086.41975
9/14/2022,46059,Hand County,SD,"1,584",49.6,8385.840708
9/14/2022,08029,Delta County,CO,"15,153",48.6,27005.42005
9/14/2022,48005,Angelina County,TX,"40,829",47.1,950.617284
9/14/2022,05139,Union County,AR,"19,544",50.5,259805.4711
9/14/2022,49019,Grand County,UT,"6,708",68.8,5532.53012
9/14/2022,17149,Pike County,IL,"6,480",41.6,5432.320442
9/14/2022,17195,Whiteside County,IL,"32,467",58.8,15058.11966
9/14/2022,40127,Pushmataha County,OK,"4,080",36.8,891668.7657
9/14/2022,28013,Calhoun County,MS,"6,514",45.4,28675.48501
9/14/2022,31183,Wheeler County,NE,255,32.6,43414.17323
9/14/2022,31047,Dawson County,NE,"11,911",50.5,11593.48199
9/14/2022,32031,Washoe County,NV,"309,590",65.7,741592.053
9/14/2022,17155,Putnam County,IL,"3,346",58.3,846072.5806
9/14/2022,30015,Chouteau County,MT,"1,903",33.8,121383.3671
9/14/2022,39065,Hardin County,OH,"12,290",39.2,126074.7664
9/14/2022,22077,Pointe Coupee Parish,LA,"12,236",56.3,17438.67925
9/14/2022,13211,Morgan County,GA,"8,895",46.1,830118.8251
9/14/2022,28063,Jefferson County,MS,"5,060",72.4,17261.79245
9/14/2022,17027,Clinton County,IL,"22,707",60.5,4198.707593
9/14/2022,42045,Delaware County,PA,"443,734",78.3,13691.05691
9/14/2022,45073,Oconee County,SC,"36,524",45.9,103332.7586
9/14/2022,51081,Greensville County,VA,"4,216",37.2,18459.63756
9/14/2022,39167,Washington County,OH,"33,915",56.6,82137.72455
9/14/2022,28125,Sharkey County,MS,"2,475",57.3,8024.291498
9/14/2022,45035,Dorchester County,SC,"89,047",54.7,207575.179
9/14/2022,01031,Coffee County,AL,"25,141",48,6571.95572
9/14/2022,21075,Fulton County,KY,"3,594",60.2,4322.916667
9/14/2022,21137,Lincoln County,KY,"10,239",41.7,6050.239234
9/14/2022,45007,Anderson County,SC,"83,569",41.3,45376.69903
9/14/2022,48049,Brown County,TX,"15,720",41.5,197927.673
9/14/2022,31015,Boyd County,NE,694,36.2,14883.14176
9/14/2022,40147,Washington County,OK,"23,310",45.2,111706.1503
9/14/2022,48045,Briscoe County,TX,648,41.9,179764.7059
9/14/2022,36013,Chautauqua County,NY,"76,858",60.6,79592.69663
9/14/2022,29109,Lawrence County,MO,"14,884",38.8,27190.1528
9/14/2022,51760,Richmond city,VA,"98,722",42.8,720587.1157
9/14/2022,55113,Sawyer County,WI,"10,147",61.3,35783.23699
9/14/2022,02230,Skagway Municipality,AK,867,73.3,22786.69276
9/14/2022,18035,Delaware County,IN,"57,218",50.1,96974.60317
9/14/2022,23005,Cumberland County,ME,"265,793",90.1,43535.94771
9/14/2022,27129,Renville County,MN,"8,111",55.8,32734.85714
9/14/2022,53061,Snohomish County,WA,"593,034",72.1,8387.387387
9/14/2022,42025,Carbon County,PA,"39,938",62.2,8721.044046
9/14/2022,31039,Cuming County,NE,"4,777",54,943328.7037
9/14/2022,37073,Gates County,NC,"6,329",54.7,2101326.46
9/14/2022,48019,Bandera County,TX,"11,767",50.9,7455.882353
9/14/2022,48041,Brazos County,TX,"119,283",52,33638.14617
9/14/2022,48065,Carson County,TX,"2,118",35.7,30560.39604
9/14/2022,29013,Bates County,MO,"6,406",39.6,319824.1758
9/14/2022,45089,Williamsburg County,SC,"17,726",58.4,607679.5775
9/14/2022,37001,Alamance County,NC,"105,138",62,27147.32143
9/14/2022,26095,Luce County,MI,"2,822",45.3,131861.6145
9/14/2022,19053,Decatur County,IA,"3,290",41.8,38658.99582
9/14/2022,27145,Stearns County,MN,"97,056",60.3,11788.32117
9/14/2022,05145,White County,AR,"35,560",45.2,150766.1406
9/14/2022,49055,Wayne County,UT,"1,492",55,7601.577909
9/14/2022,40037,Creek County,OK,"32,083",44.9,98935.64356
9/14/2022,21225,Union County,KY,"6,224",43.3,134537.8549
9/14/2022,26093,Livingston County,MI,"116,645",60.8,19183.78378
9/14/2022,16029,Caribou County,ID,"2,919",40.8,11908.47458
9/14/2022,51177,Spotsylvania County,VA,"61,397",45.1,2300.347222
9/14/2022,24013,Carroll County,MD,"123,649",73.4,41212.47113
9/14/2022,28141,Tishomingo County,MS,"7,653",39.5,1051061.702
9/14/2022,48407,San Jacinto County,TX,"9,878",34.2,35855.86924
9/14/2022,12071,Lee County,FL,"488,420",63.4,485800
9/14/2022,29111,Lewis County,MO,"3,403",34.8,34422.06655
9/14/2022,29183,St. Charles County,MO,"251,536",62.6,12342.49471
9/14/2022,08023,Costilla County,CO,"2,385",61.4,5640.57971
9/14/2022,12009,Brevard County,FL,"397,281",66,42424.42748
9/14/2022,51019,Bedford County,VA,"35,796",45.3,8880
9/14/2022,17083,Jersey County,IL,"12,314",56.6,17469.44444
9/14/2022,55019,Clark County,WI,"13,317",38.3,50020.66116
9/14/2022,50009,Essex County,VT,"2,583",41.9,1063841.216
9/14/2022,01101,Montgomery County,AL,"121,716",53.7,23716.26734
9/14/2022,05115,Pope County,AR,"32,491",50.7,6200.4662
9/14/2022,29147,Nodaway County,MO,"11,025",49.9,1257955.947
9/14/2022,35059,Union County,NM,"1,840",45.3,80026.45503
9/14/2022,29213,Taney County,MO,"23,101",41.3,4678.87931
9/14/2022,36077,Otsego County,NY,"37,369",62.8,48461.6307
9/14/2022,20207,Woodson County,KS,"1,355",43.2,40554.87805
9/14/2022,18167,Vigo County,IN,"55,309",51.7,7056.390977
9/14/2022,08077,Mesa County,CO,"78,606",51,309557.8035
9/14/2022,46129,Walworth County,SD,"2,783",51.2,109333.9223
9/14/2022,48393,Roberts County,TX,267,31.3,83569.57929
9/14/2022,39057,Greene County,OH,"107,959",63.9,38341.77215
9/14/2022,48435,Sutton County,TX,"1,657",43.9,69484.50704
9/14/2022,49047,Uintah County,UT,"15,824",44.3,768.7927107
9/14/2022,51115,Mathews County,VA,"5,516",62.4,13892.97659
9/14/2022,72141,Utuado Municipio,PR,"20,987",76.6,12640.37123
9/14/2022,55037,Florence County,WI,"2,378",55.4,6935.613682
9/14/2022,02220,Sitka City and Borough,AK,"6,783",79.9,25289.61749
9/14/2022,37123,Montgomery County,NC,"12,034",44.3,2124.324324
9/14/2022,01059,Franklin County,AL,"14,007",44.7,36507.60456
9/14/2022,25025,Suffolk County,MA,"604,247",75.2,30607.88863
9/14/2022,12007,Bradford County,FL,"13,029",46.2,67886.05898
9/14/2022,08025,Crowley County,CO,"1,341",22.1,770551.6179
9/14/2022,37035,Catawba County,NC,"93,198",58.4,219309.6085
9/14/2022,22055,Lafayette Parish,LA,"124,779",51.1,265056.338
9/14/2022,18103,Miami County,IN,"14,859",41.8,2750.42735
9/14/2022,37163,Sampson County,NC,"33,920",53.4,7620.253165
9/14/2022,13141,Hancock County,GA,"4,164",49.2,1232.645403
9/14/2022,41059,Umatilla County,OR,"44,280",56.8,16176.74419
9/14/2022,16011,Bingham County,ID,"23,106",49.4,47714.6402
9/14/2022,20201,Washington County,KS,"2,973",55,287981.7416
9/14/2022,54011,Cabell County,WV,"56,669",61.6,32716.03053
9/14/2022,31145,Red Willow County,NE,"4,031",37.6,6788.150808
9/14/2022,40137,Stephens County,OK,"21,012",48.7,57854.24354
9/14/2022,28155,Webster County,MS,"4,752",49,44390.97744
9/14/2022,39153,Summit County,OH,"349,856",64.7,17022.4
9/14/2022,54023,Grant County,WV,"5,311",45.9,30607.54717
9/14/2022,36003,Allegany County,NY,"20,831",45.2,27274.16799
9/14/2022,28123,Scott County,MS,"14,541",51.7,9419.965577
9/14/2022,29189,St. Louis County,MO,"656,038",66,71528.14371
9/14/2022,36001,Albany County,NY,"233,234",76.3,8888.333333
9/14/2022,01123,Tallapoosa County,AL,"15,846",39.3,12567.69231
9/14/2022,55135,Waupaca County,WI,"28,202",55.3,6624.096386
9/14/2022,31129,Nuckolls County,NE,"2,102",50.7,185013.8889
9/14/2022,08021,Conejos County,CO,"4,146",50.5,335625.387
9/14/2022,13269,Taylor County,GA,"3,724",46.4,64034.81625
9/14/2022,47183,Weakley County,TN,"13,049",39.2,10935.26786
9/14/2022,47019,Carter County,TN,"23,271",41.3,20224.82436
9/14/2022,08027,Custer County,CO,"2,550",50.3,14359.7561
9/14/2022,51063,Floyd County,VA,"6,008",38.1,422925.6098
9/14/2022,55061,Kewaunee County,WI,"10,811",52.9,29439.42993
9/14/2022,29017,Bollinger County,MO,"4,096",33.8,65104.53649
9/14/2022,48013,Atascosa County,TX,"26,894",52.6,27782.0711
9/14/2022,39083,Knox County,OH,"27,409",44,12787.03704
9/14/2022,47037,Davidson County,TN,"463,590",66.8,36595.70313
9/14/2022,02198,Prince of Wales-Hyder Census Area,AK,"3,352",54,14543.76658
9/14/2022,36081,Queens County,NY,"1,993,272",88.4,23185.86387
9/14/2022,20049,Elk County,KS,885,35,13428.57143
9/14/2022,06069,San Benito County,CA,"43,128",68.7,153374.7323
9/14/2022,16061,Lewis County,ID,"2,050",53.4,32205.47945
9/14/2022,28151,Washington County,MS,"22,889",52.1,5935.817805
9/14/2022,08031,Denver County,CO,"565,072",77.7,19258.18882
9/14/2022,20095,Kingman County,KS,"3,452",48.3,22429.11877
9/14/2022,05117,Prairie County,AR,"3,637",45.1,98409.50226
9/14/2022,08125,Yuma County,CO,"4,492",44.8,27267.69231
9/14/2022,48091,Comal County,TX,"97,893",62.7,58945.61934
9/14/2022,13183,Long County,GA,"4,321",22.1,37388.44622
9/14/2022,54055,Mercer County,WV,"32,408",55.2,67657.94393
9/14/2022,47149,Rutherford County,TN,"184,369",55.5,35104.0146
9/14/2022,12101,Pasco County,FL,"333,674",60.2,9006.3593
9/14/2022,28051,Holmes County,MS,"10,472",61.6,7206.168831
9/14/2022,13003,Atkinson County,GA,"3,301",40.4,50029.10361
9/14/2022,20151,Pratt County,KS,"4,652",50.8,3832.962138
9/14/2022,40035,Craig County,OK,"7,712",54.5,56779.95643
9/14/2022,54103,Wetzel County,WV,"8,724",57.9,110954.5455
9/14/2022,30047,Lake County,MT,"17,664",58,3983.263598
9/14/2022,40009,Beckham County,OK,"9,195",42.1,7966.057441
9/14/2022,48335,Mitchell County,TX,"3,075",36,5433.070866
9/14/2022,37071,Gaston County,NC,"119,054",53,34874.26326
9/14/2022,30055,McCone County,MT,302,18.1,4933.212996
9/14/2022,20043,Doniphan County,KS,"3,757",49.4,6323.580034
9/14/2022,47045,Dyer County,TN,"15,382",41.4,14186.57938
9/14/2022,36115,Washington County,NY,"41,724",68.2,163439.4993
9/14/2022,13087,Decatur County,GA,"13,203",50,37681.81818
9/14/2022,13179,Liberty County,GA,"41,377",67.4,38061.02362
9/14/2022,06031,Kings County,CA,"78,624",51.4,4289.473684
9/14/2022,08117,Summit County,CO,"26,735",86.2,65944.7619
9/14/2022,48301,Loving County,TX,31,18.3,8942.045455
9/14/2022,06037,Los Angeles County,CA,"7,397,091",73.7,45762.83186
9/14/2022,28083,Leflore County,MS,"17,880",63.4,75394.32177
9/14/2022,37117,Martin County,NC,"12,112",54,158132.0451
9/14/2022,19133,Monona County,IA,"4,727",54.9,28890.41096
9/14/2022,37079,Greene County,NC,"13,625",64.7,2226.044226
9/14/2022,48261,Kenedy County,TX,218,54,118270.3125
9/14/2022,21091,Hancock County,KY,"5,257",60.3,22014.96259
9/14/2022,40033,Cotton County,OK,"2,872",50.7,96715.78947
9/14/2022,18083,Knox County,IN,"18,558",50.7,12033.59684
9/14/2022,29063,DeKalb County,MO,"3,580",28.5,26175.17241
9/14/2022,44007,Providence County,RI,"461,335",72.2,104741.0714
9/14/2022,29121,Macon County,MO,"6,292",41.6,29237.33333
9/14/2022,17201,Winnebago County,IL,"167,507",59.3,4298.050139
9/14/2022,29001,Adair County,MO,"11,819",46.6,9647.38292
9/14/2022,51125,Nelson County,VA,"8,512",57,3453.191489
9/14/2022,40065,Jackson County,OK,"13,515",55.1,14179.12088
9/14/2022,16041,Franklin County,ID,"6,335",45.7,22058.20106
9/14/2022,34023,Middlesex County,NJ,"620,379",75.2,428863.0137
9/14/2022,06019,Fresno County,CA,"624,740",62.5,17215.34653
9/14/2022,35035,Otero County,NM,"42,157",62.5,68124.0458
9/14/2022,51159,Richmond County,VA,"3,756",41.6,5621.527778
9/14/2022,01025,Clarke County,AL,"12,249",51.9,44747.95417
9/14/2022,06011,Colusa County,CA,"13,407",62.2,405916.6667
9/14/2022,20023,Cheyenne County,KS,"1,229",46.3,35527.18676
9/14/2022,33009,Grafton County,NH,"69,784",77.6,234558.8652
9/14/2022,17189,Washington County,IL,"8,250",59.4,470180.0643
9/14/2022,19059,Dickinson County,IA,"10,317",59.8,21575.179
9/14/2022,29035,Carter County,MO,"2,005",33.5,15000
9/14/2022,48077,Clay County,TX,"4,657",44.5,4334.883721
9/14/2022,48463,Uvalde County,TX,"14,780",55.3,993905.1095
9/14/2022,35015,Eddy County,NM,"28,086",48,329229.4737
9/14/2022,48333,Mills County,TX,"2,101",43.1,164255.7856
9/14/2022,24041,Talbot County,MD,"27,966",75.2,8649.350649
9/14/2022,53039,Klickitat County,WA,"10,835",48.3,102214.1176
9/14/2022,29151,Osage County,MO,"5,484",40.3,2482.283465
9/14/2022,13307,Webster County,GA,"1,163",44.6,25753.79939
9/14/2022,29185,St. Clair County,MO,"3,289",35,22558.88651
9/14/2022,51031,Campbell County,VA,"22,059",40.2,10193.7046
9/14/2022,38101,Ward County,ND,"35,176",52,84570.52632
9/14/2022,01027,Clay County,AL,"5,695",43,1968.152866
9/14/2022,38049,McHenry County,ND,"2,454",42.7,6613.390929
9/14/2022,27035,Crow Wing County,MN,"37,390",57.5,820.8333333
9/14/2022,06007,Butte County,CA,"119,889",54.7,27758.7822
9/14/2022,54009,Brooke County,WV,"11,265",51.3,65006.82594
9/14/2022,38053,McKenzie County,ND,"3,480",23.2,6577.067669
9/14/2022,16001,Ada County,ID,"317,519",65.9,35612.99852
9/14/2022,13299,Ware County,GA,"14,033",39.3,12166.66667
9/14/2022,29087,Holt County,MO,"1,891",42.9,13273.80952
9/14/2022,19089,Howard County,IA,"4,847",52.9,70480.33373
9/14/2022,27143,Sibley County,MN,"7,419",49.9,64386.25205
9/14/2022,30101,Toole County,MT,"2,229",47.1,11196.21343
9/14/2022,26013,Baraga County,MI,"5,116",62.3,9209.558824
9/14/2022,26117,Montcalm County,MI,"27,494",43,46561.47541
9/14/2022,08095,Phillips County,CO,"2,266",53.1,78862.47544
9/14/2022,20139,Osage County,KS,"8,328",52.2,30635.17915
9/14/2022,27165,Watonwan County,MN,"6,471",59.4,78188.99859
9/14/2022,39113,Montgomery County,OH,"305,301",57.4,19406.25
9/14/2022,27097,Morrison County,MN,"16,945",50.8,9167.115903
9/14/2022,51163,Rockbridge County,VA,"10,471",46.4,4142.857143
9/14/2022,06093,Siskiyou County,CA,"23,887",54.9,30081.68317
9/14/2022,21165,Menifee County,KY,"2,934",45.2,170406.5789
9/14/2022,49027,Millard County,UT,"6,104",46.3,7923.950057
9/14/2022,48267,Kimble County,TX,"1,838",42.4,48178.37838
9/14/2022,38011,Bowman County,ND,"1,182",39.1,28998.11676
9/14/2022,12099,Palm Beach County,FL,"1,011,672",67.6,168876.1468
9/14/2022,40103,Noble County,OK,"7,110",63.9,109911.1111
